,UF,gasto,data,Região,gasto em milhões
2077,24 Rio Grande do Norte,19926336.21,2018-09-01,Nordeste,19.926336210000002
2078,24 Rio Grande do Norte,22290820.67,2018-10-01,Nordeste,22.290820670000002
2079,24 Rio Grande do Norte,20445273.59,2018-11-01,Nordeste,20.44527359
2080,24 Rio Grande do Norte,19380375.16,2018-12-01,Nordeste,19.38037516
2081,24 Rio Grande do Norte,21147377.76,2019-01-01,Nordeste,21.14737776
2082,24 Rio Grande do Norte,20770925.83,2019-02-01,Nordeste,20.77092583
2083,24 Rio Grande do Norte,21775213.78,2019-03-01,Nordeste,21.77521378
2084,24 Rio Grande do Norte,22206576.63,2019-04-01,Nordeste,22.20657663
2085,24 Rio Grande do Norte,23819430.58,2019-05-01,Nordeste,23.81943058
2086,24 Rio Grande do Norte,21613567.61,2019-06-01,Nordeste,21.61356761
2087,24 Rio Grande do Norte,22137087.77,2019-07-01,Nordeste,22.13708777
2088,24 Rio Grande do Norte,23073307.72,2019-08-01,Nordeste,23.07330772
2089,24 Rio Grande do Norte,23437265.73,2019-09-01,Nordeste,23.43726573
2090,24 Rio Grande do Norte,23085765.53,2019-10-01,Nordeste,23.08576553
2091,24 Rio Grande do Norte,20350167.95,2019-11-01,Nordeste,20.35016795
2092,24 Rio Grande do Norte,20135895.21,2019-12-01,Nordeste,20.13589521
2093,24 Rio Grande do Norte,22201116.15,2020-01-01,Nordeste,22.201116149999997
2094,24 Rio Grande do Norte,20512979.08,2020-02-01,Nordeste,20.512979079999997
2095,24 Rio Grande do Norte,20936692.02,2020-03-01,Nordeste,20.93669202
2096,24 Rio Grande do Norte,17319947.66,2020-04-01,Nordeste,17.31994766
2097,24 Rio Grande do Norte,19916570.52,2020-05-01,Nordeste,19.91657052
2098,24 Rio Grande do Norte,20219961.81,2020-06-01,Nordeste,20.219961809999997
2099,24 Rio Grande do Norte,19593057.45,2020-07-01,Nordeste,19.59305745
2100,25 Paraíba,10871589.62,2008-02-01,Nordeste,10.87158962
2101,25 Paraíba,12348758.14,2008-03-01,Nordeste,12.348758140000001
2102,25 Paraíba,12680965.13,2008-04-01,Nordeste,12.68096513
2103,25 Paraíba,13258411.71,2008-05-01,Nordeste,13.25841171
2104,25 Paraíba,12246686.33,2008-06-01,Nordeste,12.24668633
2105,25 Paraíba,13090842.6,2008-07-01,Nordeste,13.0908426
2106,25 Paraíba,12673774.35,2008-08-01,Nordeste,12.67377435
2107,25 Paraíba,12790639.17,2008-09-01,Nordeste,12.79063917
2108,25 Paraíba,12727661.14,2008-10-01,Nordeste,12.72766114
2109,25 Paraíba,12458082.28,2008-11-01,Nordeste,12.45808228
2110,25 Paraíba,12454203.96,2008-12-01,Nordeste,12.454203960000001
2111,25 Paraíba,13467088.1,2009-01-01,Nordeste,13.4670881
2112,25 Paraíba,12521484.65,2009-02-01,Nordeste,12.52148465
2113,25 Paraíba,16454493.51,2009-03-01,Nordeste,16.45449351
2114,25 Paraíba,15589844.09,2009-04-01,Nordeste,15.58984409
2115,25 Paraíba,16507080.17,2009-05-01,Nordeste,16.50708017
2116,25 Paraíba,14978207.45,2009-06-01,Nordeste,14.97820745
2117,25 Paraíba,16332259.23,2009-07-01,Nordeste,16.332259230000002
2118,25 Paraíba,16037490.47,2009-08-01,Nordeste,16.03749047
2119,25 Paraíba,15829092.73,2009-09-01,Nordeste,15.829092730000001
2120,25 Paraíba,17073372.25,2009-10-01,Nordeste,17.07337225
2121,25 Paraíba,15718381.26,2009-11-01,Nordeste,15.71838126
2122,25 Paraíba,14643961.7,2009-12-01,Nordeste,14.643961699999998
2123,25 Paraíba,15253557.69,2010-01-01,Nordeste,15.25355769
2124,25 Paraíba,14018702.86,2010-02-01,Nordeste,14.01870286
2125,25 Paraíba,16622075.93,2010-03-01,Nordeste,16.62207593
2126,25 Paraíba,16205607.99,2010-04-01,Nordeste,16.20560799
2127,25 Paraíba,17030393.64,2010-05-01,Nordeste,17.03039364
2128,25 Paraíba,15164612.87,2010-06-01,Nordeste,15.16461287
2129,25 Paraíba,16557349.62,2010-07-01,Nordeste,16.55734962
2130,25 Paraíba,16381386.97,2010-08-01,Nordeste,16.38138697
2131,25 Paraíba,15595163.02,2010-09-01,Nordeste,15.59516302
2132,25 Paraíba,15694123.4,2010-10-01,Nordeste,15.6941234
2133,25 Paraíba,15584657.56,2010-11-01,Nordeste,15.58465756
2134,25 Paraíba,14675341.73,2010-12-01,Nordeste,14.675341730000001
2135,25 Paraíba,14904674.54,2011-01-01,Nordeste,14.904674539999998
2136,25 Paraíba,15590841.64,2011-02-01,Nordeste,15.59084164
2137,25 Paraíba,16414896.76,2011-03-01,Nordeste,16.41489676
2138,25 Paraíba,15021955.87,2011-04-01,Nordeste,15.02195587
2139,25 Paraíba,15643875.48,2011-05-01,Nordeste,15.64387548
2140,25 Paraíba,14732756.29,2011-06-01,Nordeste,14.73275629
2141,25 Paraíba,14671783.1,2011-07-01,Nordeste,14.671783099999999
2142,25 Paraíba,15637264.11,2011-08-01,Nordeste,15.63726411
2143,25 Paraíba,15357483.01,2011-09-01,Nordeste,15.35748301
2144,25 Paraíba,14985747.96,2011-10-01,Nordeste,14.985747960000001
2145,25 Paraíba,14989777.07,2011-11-01,Nordeste,14.98977707
2146,25 Paraíba,14068499.89,2011-12-01,Nordeste,14.06849989
2147,25 Paraíba,14501136.33,2012-01-01,Nordeste,14.50113633
2148,25 Paraíba,13785885.74,2012-02-01,Nordeste,13.78588574
2149,25 Paraíba,15448692.92,2012-03-01,Nordeste,15.44869292
2150,25 Paraíba,14872014.3,2012-04-01,Nordeste,14.8720143
2151,25 Paraíba,16622176.07,2012-05-01,Nordeste,16.622176070000002
2152,25 Paraíba,14902687.51,2012-06-01,Nordeste,14.90268751
2153,25 Paraíba,16058493.4,2012-07-01,Nordeste,16.0584934
2154,25 Paraíba,16219030.77,2012-08-01,Nordeste,16.21903077
2155,25 Paraíba,15374794.25,2012-09-01,Nordeste,15.37479425
2156,25 Paraíba,15167361.07,2012-10-01,Nordeste,15.16736107
2157,25 Paraíba,15129019.84,2012-11-01,Nordeste,15.12901984
2158,25 Paraíba,14007534.73,2012-12-01,Nordeste,14.00753473
2159,25 Paraíba,15554180.01,2013-01-01,Nordeste,15.55418001
2160,25 Paraíba,14712501.85,2013-02-01,Nordeste,14.712501849999999
2161,25 Paraíba,16418244.41,2013-03-01,Nordeste,16.41824441
2162,25 Paraíba,17311199.77,2013-04-01,Nordeste,17.311199769999998
2163,25 Paraíba,17479563.89,2013-05-01,Nordeste,17.47956389
2164,25 Paraíba,15895477.08,2013-06-01,Nordeste,15.895477080000001
2165,25 Paraíba,17264598.47,2013-07-01,Nordeste,17.26459847
2166,25 Paraíba,16789359.35,2013-08-01,Nordeste,16.78935935
2167,25 Paraíba,16477933.3,2013-09-01,Nordeste,16.4779333
2168,25 Paraíba,16560385.14,2013-10-01,Nordeste,16.56038514
2169,25 Paraíba,15699585.32,2013-11-01,Nordeste,15.69958532
2170,25 Paraíba,15199279.48,2013-12-01,Nordeste,15.199279480000001
2171,25 Paraíba,16369238.36,2014-01-01,Nordeste,16.36923836
2172,25 Paraíba,15383648.93,2014-02-01,Nordeste,15.38364893
2173,25 Paraíba,16333987.44,2014-03-01,Nordeste,16.333987439999998
2174,25 Paraíba,16796025.57,2014-04-01,Nordeste,16.79602557
2175,25 Paraíba,17357243.08,2014-05-01,Nordeste,17.35724308
2176,25 Paraíba,16142066.65,2014-06-01,Nordeste,16.14206665
2177,25 Paraíba,17118592.15,2014-07-01,Nordeste,17.118592149999998
2178,25 Paraíba,16517254.0,2014-08-01,Nordeste,16.517254
2179,25 Paraíba,16787470.59,2014-09-01,Nordeste,16.787470589999998
2180,25 Paraíba,16734999.73,2014-10-01,Nordeste,16.734999730000002
2181,25 Paraíba,16036226.51,2014-11-01,Nordeste,16.03622651
2182,25 Paraíba,14780287.8,2014-12-01,Nordeste,14.7802878
2183,25 Paraíba,15398908.01,2015-01-01,Nordeste,15.39890801
2184,25 Paraíba,13525690.18,2015-02-01,Nordeste,13.52569018
2185,25 Paraíba,16951131.59,2015-03-01,Nordeste,16.95113159
2186,25 Paraíba,16461415.63,2015-04-01,Nordeste,16.46141563
2187,25 Paraíba,16914062.06,2015-05-01,Nordeste,16.91406206
2188,25 Paraíba,15818047.96,2015-06-01,Nordeste,15.818047960000001
2189,25 Paraíba,17081327.83,2015-07-01,Nordeste,17.08132783
2190,25 Paraíba,17065636.08,2015-08-01,Nordeste,17.065636079999997
2191,25 Paraíba,16731591.7,2015-09-01,Nordeste,16.7315917
2192,25 Paraíba,16508433.64,2015-10-01,Nordeste,16.50843364
2193,25 Paraíba,15909632.89,2015-11-01,Nordeste,15.909632890000001
2194,25 Paraíba,14394254.06,2015-12-01,Nordeste,14.39425406
2195,25 Paraíba,15121711.53,2016-01-01,Nordeste,15.121711529999999
2196,25 Paraíba,14570163.45,2016-02-01,Nordeste,14.570163449999999
2197,25 Paraíba,16693664.87,2016-03-01,Nordeste,16.69366487
2198,25 Paraíba,16535102.66,2016-04-01,Nordeste,16.53510266
2199,25 Paraíba,17692117.48,2016-05-01,Nordeste,17.69211748
2200,25 Paraíba,15780382.27,2016-06-01,Nordeste,15.780382269999999
2201,25 Paraíba,16024548.41,2016-07-01,Nordeste,16.02454841
2202,25 Paraíba,16828350.47,2016-08-01,Nordeste,16.82835047
2203,25 Paraíba,16106168.52,2016-09-01,Nordeste,16.10616852
2204,25 Paraíba,15429911.33,2016-10-01,Nordeste,15.42991133
2205,25 Paraíba,15071576.09,2016-11-01,Nordeste,15.07157609
2206,25 Paraíba,14408708.77,2016-12-01,Nordeste,14.408708769999999
2207,25 Paraíba,15311153.84,2017-01-01,Nordeste,15.31115384
2208,25 Paraíba,14348726.45,2017-02-01,Nordeste,14.34872645
2209,25 Paraíba,18647794.67,2017-03-01,Nordeste,18.647794670000003
2210,25 Paraíba,16710328.48,2017-04-01,Nordeste,16.71032848
2211,25 Paraíba,18774680.27,2017-05-01,Nordeste,18.77468027
2212,25 Paraíba,17436389.33,2017-06-01,Nordeste,17.436389329999997
2213,25 Paraíba,17995202.52,2017-07-01,Nordeste,17.99520252
2214,25 Paraíba,19351701.53,2017-08-01,Nordeste,19.35170153
2215,25 Paraíba,18646289.97,2017-09-01,Nordeste,18.646289969999998
2216,25 Paraíba,18245810.01,2017-10-01,Nordeste,18.245810010000003
2217,25 Paraíba,17985557.31,2017-11-01,Nordeste,17.985557309999997
2218,25 Paraíba,16388322.31,2017-12-01,Nordeste,16.38832231
2219,25 Paraíba,17867994.89,2018-01-01,Nordeste,17.867994890000002
2220,25 Paraíba,16830284.57,2018-02-01,Nordeste,16.83028457
2221,25 Paraíba,18659840.18,2018-03-01,Nordeste,18.65984018
2222,25 Paraíba,18830153.6,2018-04-01,Nordeste,18.830153600000003
2223,25 Paraíba,19536787.89,2018-05-01,Nordeste,19.53678789
2224,25 Paraíba,18668772.93,2018-06-01,Nordeste,18.66877293
2225,25 Paraíba,19046877.99,2018-07-01,Nordeste,19.04687799
2226,25 Paraíba,19889056.91,2018-08-01,Nordeste,19.88905691
2227,25 Paraíba,18241046.36,2018-09-01,Nordeste,18.24104636
2228,25 Paraíba,18933043.43,2018-10-01,Nordeste,18.93304343
2229,25 Paraíba,18351401.88,2018-11-01,Nordeste,18.351401879999997
2230,25 Paraíba,17454643.89,2018-12-01,Nordeste,17.45464389
2231,25 Paraíba,18423397.03,2019-01-01,Nordeste,18.42339703
2232,25 Paraíba,18238305.93,2019-02-01,Nordeste,18.23830593
2233,25 Paraíba,19042740.75,2019-03-01,Nordeste,19.04274075
2234,25 Paraíba,19985258.54,2019-04-01,Nordeste,19.98525854
2235,25 Paraíba,20599108.73,2019-05-01,Nordeste,20.59910873
2236,25 Paraíba,18616883.33,2019-06-01,Nordeste,18.616883329999997
2237,25 Paraíba,20450988.67,2019-07-01,Nordeste,20.45098867
2238,25 Paraíba,19854699.54,2019-08-01,Nordeste,19.85469954
2239,25 Paraíba,19250722.85,2019-09-01,Nordeste,19.250722850000002
2240,25 Paraíba,20228610.55,2019-10-01,Nordeste,20.22861055
2241,25 Paraíba,18793177.73,2019-11-01,Nordeste,18.79317773
2242,25 Paraíba,17350470.69,2019-12-01,Nordeste,17.35047069
2243,25 Paraíba,18483522.6,2020-01-01,Nordeste,18.4835226
2244,25 Paraíba,17297452.3,2020-02-01,Nordeste,17.2974523
2245,25 Paraíba,17607478.01,2020-03-01,Nordeste,17.60747801
2246,25 Paraíba,15386630.89,2020-04-01,Nordeste,15.386630890000001
2247,25 Paraíba,18970543.57,2020-05-01,Nordeste,18.97054357
2248,25 Paraíba,19666096.87,2020-06-01,Nordeste,19.66609687
2249,25 Paraíba,15491469.06,2020-07-01,Nordeste,15.49146906
2250,53 Distrito Federal,10215956.8,2008-02-01,Centro-Oeste,10.2159568
2251,53 Distrito Federal,11627918.26,2008-03-01,Centro-Oeste,11.62791826
2252,53 Distrito Federal,11922015.36,2008-04-01,Centro-Oeste,11.92201536
2253,53 Distrito Federal,11900817.0,2008-05-01,Centro-Oeste,11.900817
2254,53 Distrito Federal,11969271.76,2008-06-01,Centro-Oeste,11.96927176
2255,53 Distrito Federal,11299443.0,2008-07-01,Centro-Oeste,11.299443
2256,53 Distrito Federal,11548451.89,2008-08-01,Centro-Oeste,11.54845189
2257,53 Distrito Federal,12422577.6,2008-09-01,Centro-Oeste,12.4225776
2258,53 Distrito Federal,12419976.84,2008-10-01,Centro-Oeste,12.41997684
2259,53 Distrito Federal,12302698.99,2008-11-01,Centro-Oeste,12.30269899
2260,53 Distrito Federal,12005669.6,2008-12-01,Centro-Oeste,12.0056696
2261,53 Distrito Federal,13150489.0,2009-01-01,Centro-Oeste,13.150489
2262,53 Distrito Federal,12358825.51,2009-02-01,Centro-Oeste,12.358825509999999
2263,53 Distrito Federal,14445518.57,2009-03-01,Centro-Oeste,14.44551857
2264,53 Distrito Federal,14434211.04,2009-04-01,Centro-Oeste,14.43421104
2265,53 Distrito Federal,14622167.93,2009-05-01,Centro-Oeste,14.62216793
2266,53 Distrito Federal,14209413.8,2009-06-01,Centro-Oeste,14.2094138
2267,53 Distrito Federal,14459081.79,2009-07-01,Centro-Oeste,14.459081789999999
2268,53 Distrito Federal,15051993.46,2009-08-01,Centro-Oeste,15.05199346
2269,53 Distrito Federal,14045711.83,2009-09-01,Centro-Oeste,14.04571183
2270,53 Distrito Federal,13162775.24,2009-10-01,Centro-Oeste,13.16277524
2271,53 Distrito Federal,13197596.7,2009-11-01,Centro-Oeste,13.1975967
2272,53 Distrito Federal,12889509.22,2009-12-01,Centro-Oeste,12.88950922
2273,53 Distrito Federal,13484046.67,2010-01-01,Centro-Oeste,13.48404667
2274,53 Distrito Federal,13295738.66,2010-02-01,Centro-Oeste,13.29573866
2275,53 Distrito Federal,14928384.44,2010-03-01,Centro-Oeste,14.92838444
2276,53 Distrito Federal,13535496.11,2010-04-01,Centro-Oeste,13.535496109999999
2277,53 Distrito Federal,14394599.86,2010-05-01,Centro-Oeste,14.39459986
2278,53 Distrito Federal,13863063.0,2010-06-01,Centro-Oeste,13.863063
2279,53 Distrito Federal,14051586.56,2010-07-01,Centro-Oeste,14.05158656
2280,53 Distrito Federal,15073336.93,2010-08-01,Centro-Oeste,15.07333693
2281,53 Distrito Federal,14636724.4,2010-09-01,Centro-Oeste,14.6367244
2282,53 Distrito Federal,14052063.36,2010-10-01,Centro-Oeste,14.05206336
2283,53 Distrito Federal,14277016.84,2010-11-01,Centro-Oeste,14.27701684
2284,53 Distrito Federal,12474757.39,2010-12-01,Centro-Oeste,12.47475739
2285,53 Distrito Federal,14611655.44,2011-01-01,Centro-Oeste,14.61165544
2286,53 Distrito Federal,13510243.87,2011-02-01,Centro-Oeste,13.51024387
2287,53 Distrito Federal,15156900.72,2011-03-01,Centro-Oeste,15.156900720000001
2288,53 Distrito Federal,14830081.29,2011-04-01,Centro-Oeste,14.830081289999999
2289,53 Distrito Federal,15039803.35,2011-05-01,Centro-Oeste,15.03980335
2290,53 Distrito Federal,14533593.49,2011-06-01,Centro-Oeste,14.53359349
2291,53 Distrito Federal,14152277.74,2011-07-01,Centro-Oeste,14.15227774
2292,53 Distrito Federal,16203282.14,2011-08-01,Centro-Oeste,16.20328214
2293,53 Distrito Federal,15545333.16,2011-09-01,Centro-Oeste,15.54533316
2294,53 Distrito Federal,14984401.72,2011-10-01,Centro-Oeste,14.984401720000001
2295,53 Distrito Federal,14517639.25,2011-11-01,Centro-Oeste,14.51763925
2296,53 Distrito Federal,13660139.57,2011-12-01,Centro-Oeste,13.66013957
2297,53 Distrito Federal,15243410.25,2012-01-01,Centro-Oeste,15.24341025
2298,53 Distrito Federal,14058287.03,2012-02-01,Centro-Oeste,14.058287029999999
2299,53 Distrito Federal,15756452.46,2012-03-01,Centro-Oeste,15.75645246
2300,53 Distrito Federal,15264669.96,2012-04-01,Centro-Oeste,15.26466996
2301,53 Distrito Federal,15568002.78,2012-05-01,Centro-Oeste,15.568002779999999
2302,53 Distrito Federal,15122475.44,2012-06-01,Centro-Oeste,15.122475439999999
2303,53 Distrito Federal,15049839.46,2012-07-01,Centro-Oeste,15.049839460000001
2304,53 Distrito Federal,15498554.36,2012-08-01,Centro-Oeste,15.49855436
2305,53 Distrito Federal,15242942.8,2012-09-01,Centro-Oeste,15.242942800000002
2306,53 Distrito Federal,15813900.69,2012-10-01,Centro-Oeste,15.813900689999999
2307,53 Distrito Federal,13666331.64,2012-11-01,Centro-Oeste,13.666331640000001
2308,53 Distrito Federal,13168229.45,2012-12-01,Centro-Oeste,13.16822945
2309,53 Distrito Federal,14102841.97,2013-01-01,Centro-Oeste,14.10284197
2310,53 Distrito Federal,14463584.48,2013-02-01,Centro-Oeste,14.46358448
2311,53 Distrito Federal,16204274.68,2013-03-01,Centro-Oeste,16.20427468
2312,53 Distrito Federal,16661208.89,2013-04-01,Centro-Oeste,16.66120889
2313,53 Distrito Federal,17035456.9,2013-05-01,Centro-Oeste,17.0354569
2314,53 Distrito Federal,15936938.2,2013-06-01,Centro-Oeste,15.936938199999998
2315,53 Distrito Federal,15619909.98,2013-07-01,Centro-Oeste,15.619909980000001
2316,53 Distrito Federal,17207426.4,2013-08-01,Centro-Oeste,17.2074264
2317,53 Distrito Federal,15938775.37,2013-09-01,Centro-Oeste,15.938775369999998
2318,53 Distrito Federal,16919100.74,2013-10-01,Centro-Oeste,16.919100739999998
2319,53 Distrito Federal,14950906.68,2013-11-01,Centro-Oeste,14.95090668
2320,53 Distrito Federal,14385540.52,2013-12-01,Centro-Oeste,14.38554052
2321,53 Distrito Federal,15347265.06,2014-01-01,Centro-Oeste,15.34726506
2322,53 Distrito Federal,14538398.24,2014-02-01,Centro-Oeste,14.53839824
2323,53 Distrito Federal,17060470.32,2014-03-01,Centro-Oeste,17.06047032
2324,53 Distrito Federal,17181599.31,2014-04-01,Centro-Oeste,17.18159931
2325,53 Distrito Federal,17255231.12,2014-05-01,Centro-Oeste,17.25523112
2326,53 Distrito Federal,16249619.64,2014-06-01,Centro-Oeste,16.249619640000002
2327,53 Distrito Federal,15587215.18,2014-07-01,Centro-Oeste,15.58721518
2328,53 Distrito Federal,14954610.88,2014-08-01,Centro-Oeste,14.95461088
2329,53 Distrito Federal,14309931.08,2014-09-01,Centro-Oeste,14.30993108
2330,53 Distrito Federal,13765945.14,2014-10-01,Centro-Oeste,13.765945140000001
2331,53 Distrito Federal,14020609.04,2014-11-01,Centro-Oeste,14.020609039999998
2332,53 Distrito Federal,13730781.49,2014-12-01,Centro-Oeste,13.73078149
2333,53 Distrito Federal,12285863.67,2015-01-01,Centro-Oeste,12.28586367
2334,53 Distrito Federal,11946457.93,2015-02-01,Centro-Oeste,11.94645793
2335,53 Distrito Federal,16993513.09,2015-03-01,Centro-Oeste,16.99351309
2336,53 Distrito Federal,15989400.75,2015-04-01,Centro-Oeste,15.98940075
2337,53 Distrito Federal,15248158.43,2015-05-01,Centro-Oeste,15.24815843
2338,53 Distrito Federal,15169933.4,2015-06-01,Centro-Oeste,15.1699334
2339,53 Distrito Federal,14584933.45,2015-07-01,Centro-Oeste,14.58493345
2340,53 Distrito Federal,15253710.89,2015-08-01,Centro-Oeste,15.25371089
2341,53 Distrito Federal,15831816.05,2015-09-01,Centro-Oeste,15.83181605
2342,53 Distrito Federal,14370562.76,2015-10-01,Centro-Oeste,14.37056276
2343,53 Distrito Federal,14396328.33,2015-11-01,Centro-Oeste,14.39632833
2344,53 Distrito Federal,14069268.82,2015-12-01,Centro-Oeste,14.06926882
2345,53 Distrito Federal,15556487.41,2016-01-01,Centro-Oeste,15.55648741
2346,53 Distrito Federal,15629798.61,2016-02-01,Centro-Oeste,15.62979861
2347,53 Distrito Federal,16692761.3,2016-03-01,Centro-Oeste,16.6927613
2348,53 Distrito Federal,15922076.67,2016-04-01,Centro-Oeste,15.92207667
2349,53 Distrito Federal,17503631.22,2016-05-01,Centro-Oeste,17.50363122
2350,53 Distrito Federal,17529009.97,2016-06-01,Centro-Oeste,17.529009969999997
2351,53 Distrito Federal,16547854.94,2016-07-01,Centro-Oeste,16.54785494
2352,53 Distrito Federal,17770626.7,2016-08-01,Centro-Oeste,17.770626699999998
2353,53 Distrito Federal,16588931.42,2016-09-01,Centro-Oeste,16.58893142
2354,53 Distrito Federal,17420879.75,2016-10-01,Centro-Oeste,17.42087975
2355,53 Distrito Federal,16551981.73,2016-11-01,Centro-Oeste,16.55198173
2356,53 Distrito Federal,16108634.74,2016-12-01,Centro-Oeste,16.10863474
2357,53 Distrito Federal,18097764.83,2017-01-01,Centro-Oeste,18.09776483
2358,53 Distrito Federal,15392273.58,2017-02-01,Centro-Oeste,15.39227358
2359,53 Distrito Federal,18699348.69,2017-03-01,Centro-Oeste,18.69934869
2360,53 Distrito Federal,16523664.46,2017-04-01,Centro-Oeste,16.523664460000003
2361,53 Distrito Federal,15531998.6,2017-05-01,Centro-Oeste,15.5319986
2362,53 Distrito Federal,18573610.32,2017-06-01,Centro-Oeste,18.57361032
2363,53 Distrito Federal,17541378.12,2017-07-01,Centro-Oeste,17.54137812
2364,53 Distrito Federal,19143091.84,2017-08-01,Centro-Oeste,19.14309184
2365,53 Distrito Federal,17949844.52,2017-09-01,Centro-Oeste,17.94984452
2366,53 Distrito Federal,18200213.74,2017-10-01,Centro-Oeste,18.20021374
2367,53 Distrito Federal,17409701.46,2017-11-01,Centro-Oeste,17.40970146
2368,53 Distrito Federal,16038710.79,2017-12-01,Centro-Oeste,16.03871079
2369,53 Distrito Federal,18976846.56,2018-01-01,Centro-Oeste,18.97684656
2370,53 Distrito Federal,18389240.38,2018-02-01,Centro-Oeste,18.38924038
2371,53 Distrito Federal,19746542.97,2018-03-01,Centro-Oeste,19.74654297
2372,53 Distrito Federal,19508159.58,2018-04-01,Centro-Oeste,19.508159579999997
2373,53 Distrito Federal,19463161.26,2018-05-01,Centro-Oeste,19.463161260000003
2374,53 Distrito Federal,18400388.35,2018-06-01,Centro-Oeste,18.40038835
2375,53 Distrito Federal,18783802.78,2018-07-01,Centro-Oeste,18.783802780000002
2376,53 Distrito Federal,20291741.3,2018-08-01,Centro-Oeste,20.2917413
2377,53 Distrito Federal,19388061.07,2018-09-01,Centro-Oeste,19.38806107
2378,53 Distrito Federal,19677470.12,2018-10-01,Centro-Oeste,19.677470120000002
2379,53 Distrito Federal,18397893.23,2018-11-01,Centro-Oeste,18.39789323
2380,53 Distrito Federal,17564774.75,2018-12-01,Centro-Oeste,17.56477475
2381,53 Distrito Federal,19662949.33,2019-01-01,Centro-Oeste,19.662949329999996
2382,53 Distrito Federal,18270823.61,2019-02-01,Centro-Oeste,18.27082361
2383,53 Distrito Federal,20046081.24,2019-03-01,Centro-Oeste,20.04608124
2384,53 Distrito Federal,20602037.52,2019-04-01,Centro-Oeste,20.60203752
2385,53 Distrito Federal,21101108.01,2019-05-01,Centro-Oeste,21.10110801
2386,53 Distrito Federal,19361819.39,2019-06-01,Centro-Oeste,19.36181939
2387,53 Distrito Federal,21514926.74,2019-07-01,Centro-Oeste,21.51492674
2388,53 Distrito Federal,21133361.51,2019-08-01,Centro-Oeste,21.13336151
2389,53 Distrito Federal,20963621.6,2019-09-01,Centro-Oeste,20.9636216
2390,53 Distrito Federal,21333585.2,2019-10-01,Centro-Oeste,21.333585199999998
2391,53 Distrito Federal,19617400.92,2019-11-01,Centro-Oeste,19.61740092
2392,53 Distrito Federal,19207148.01,2019-12-01,Centro-Oeste,19.20714801
2393,53 Distrito Federal,20429067.27,2020-01-01,Centro-Oeste,20.42906727
2394,53 Distrito Federal,18219172.96,2020-02-01,Centro-Oeste,18.21917296
2395,53 Distrito Federal,19405446.88,2020-03-01,Centro-Oeste,19.40544688
2396,53 Distrito Federal,18123899.78,2020-04-01,Centro-Oeste,18.123899780000002
2397,53 Distrito Federal,21437430.22,2020-05-01,Centro-Oeste,21.43743022
2398,53 Distrito Federal,23479773.03,2020-06-01,Centro-Oeste,23.47977303
2399,53 Distrito Federal,22233542.26,2020-07-01,Centro-Oeste,22.23354226
2400,50 Mato Grosso do Sul,8279288.79,2008-02-01,Centro-Oeste,8.27928879
2401,50 Mato Grosso do Sul,9793888.78,2008-03-01,Centro-Oeste,9.79388878
2402,50 Mato Grosso do Sul,8997542.75,2008-04-01,Centro-Oeste,8.99754275
2403,50 Mato Grosso do Sul,9842108.59,2008-05-01,Centro-Oeste,9.84210859
2404,50 Mato Grosso do Sul,10257782.0,2008-06-01,Centro-Oeste,10.257782
2405,50 Mato Grosso do Sul,10167827.24,2008-07-01,Centro-Oeste,10.16782724
2406,50 Mato Grosso do Sul,9602843.49,2008-08-01,Centro-Oeste,9.60284349
2407,50 Mato Grosso do Sul,10272466.74,2008-09-01,Centro-Oeste,10.27246674
2408,50 Mato Grosso do Sul,10814111.53,2008-10-01,Centro-Oeste,10.81411153
2409,50 Mato Grosso do Sul,10371654.9,2008-11-01,Centro-Oeste,10.371654900000001
2410,50 Mato Grosso do Sul,9140959.8,2008-12-01,Centro-Oeste,9.140959800000001
2411,50 Mato Grosso do Sul,9771575.46,2009-01-01,Centro-Oeste,9.771575460000001
2412,50 Mato Grosso do Sul,9648706.17,2009-02-01,Centro-Oeste,9.64870617
2413,50 Mato Grosso do Sul,11784290.1,2009-03-01,Centro-Oeste,11.7842901
2414,50 Mato Grosso do Sul,11240770.37,2009-04-01,Centro-Oeste,11.24077037
2415,50 Mato Grosso do Sul,11155445.9,2009-05-01,Centro-Oeste,11.1554459
2416,50 Mato Grosso do Sul,11796784.62,2009-06-01,Centro-Oeste,11.796784619999999
2417,50 Mato Grosso do Sul,11956687.54,2009-07-01,Centro-Oeste,11.956687539999999
2418,50 Mato Grosso do Sul,12420336.71,2009-08-01,Centro-Oeste,12.42033671
2419,50 Mato Grosso do Sul,11489768.73,2009-09-01,Centro-Oeste,11.48976873
2420,50 Mato Grosso do Sul,11698487.88,2009-10-01,Centro-Oeste,11.69848788
2421,50 Mato Grosso do Sul,11286787.17,2009-11-01,Centro-Oeste,11.28678717
2422,50 Mato Grosso do Sul,10814729.24,2009-12-01,Centro-Oeste,10.81472924
2423,50 Mato Grosso do Sul,11570718.38,2010-01-01,Centro-Oeste,11.57071838
2424,50 Mato Grosso do Sul,10920760.16,2010-02-01,Centro-Oeste,10.92076016
2425,50 Mato Grosso do Sul,13204085.81,2010-03-01,Centro-Oeste,13.20408581
2426,50 Mato Grosso do Sul,11711475.2,2010-04-01,Centro-Oeste,11.711475199999999
2427,50 Mato Grosso do Sul,12671896.78,2010-05-01,Centro-Oeste,12.671896779999999
2428,50 Mato Grosso do Sul,12584046.8,2010-06-01,Centro-Oeste,12.584046800000001
