,UF,gasto,data,Região,gasto em milhões
0,35 São Paulo,172834914.73,2008-02-01,Sudeste,172.83491472999998
1,35 São Paulo,170481849.56,2008-03-01,Sudeste,170.48184956
2,35 São Paulo,170278285.95,2008-04-01,Sudeste,170.27828595
3,35 São Paulo,172402180.59,2008-05-01,Sudeste,172.40218059
4,35 São Paulo,175416595.83,2008-06-01,Sudeste,175.41659583
5,35 São Paulo,179525002.1,2008-07-01,Sudeste,179.5250021
6,35 São Paulo,179898070.22,2008-08-01,Sudeste,179.89807022
7,35 São Paulo,180082203.71,2008-09-01,Sudeste,180.08220371000002
8,35 São Paulo,191685220.08,2008-10-01,Sudeste,191.68522008000002
9,35 São Paulo,190539738.8,2008-11-01,Sudeste,190.5397388
10,35 São Paulo,177086380.69,2008-12-01,Sudeste,177.08638069
11,35 São Paulo,192321557.36,2009-01-01,Sudeste,192.32155736
12,35 São Paulo,178596376.79,2009-02-01,Sudeste,178.59637679
13,35 São Paulo,216951591.57,2009-03-01,Sudeste,216.95159157
14,35 São Paulo,215053018.45,2009-04-01,Sudeste,215.05301845
15,35 São Paulo,212890248.16,2009-05-01,Sudeste,212.89024816
16,35 São Paulo,212670900.8,2009-06-01,Sudeste,212.6709008
17,35 São Paulo,214041237.42,2009-07-01,Sudeste,214.04123742
18,35 São Paulo,215212536.08,2009-08-01,Sudeste,215.21253608
19,35 São Paulo,214135444.45,2009-09-01,Sudeste,214.13544445
20,35 São Paulo,216056582.61,2009-10-01,Sudeste,216.05658261000002
21,35 São Paulo,208973892.04,2009-11-01,Sudeste,208.97389203999998
22,35 São Paulo,192127099.1,2009-12-01,Sudeste,192.12709909999998
23,35 São Paulo,213467885.76,2010-01-01,Sudeste,213.46788576
24,35 São Paulo,195784795.23,2010-02-01,Sudeste,195.78479523
25,35 São Paulo,239323932.16,2010-03-01,Sudeste,239.32393216
26,35 São Paulo,221172991.21,2010-04-01,Sudeste,221.17299121000002
27,35 São Paulo,231777549.43,2010-05-01,Sudeste,231.77754943
28,35 São Paulo,223933798.66,2010-06-01,Sudeste,223.93379866
29,35 São Paulo,224067914.11,2010-07-01,Sudeste,224.06791411
30,35 São Paulo,248010130.51,2010-08-01,Sudeste,248.01013050999998
31,35 São Paulo,224052980.08,2010-09-01,Sudeste,224.05298008000003
32,35 São Paulo,238935452.74,2010-10-01,Sudeste,238.93545274000002
33,35 São Paulo,225484059.46,2010-11-01,Sudeste,225.48405946
34,35 São Paulo,210611460.51,2010-12-01,Sudeste,210.61146051
35,35 São Paulo,229087002.84,2011-01-01,Sudeste,229.08700284
36,35 São Paulo,221598043.65,2011-02-01,Sudeste,221.59804365
37,35 São Paulo,241399914.84,2011-03-01,Sudeste,241.39991484
38,35 São Paulo,229821234.45,2011-04-01,Sudeste,229.82123445
39,35 São Paulo,250793569.77,2011-05-01,Sudeste,250.79356977
40,35 São Paulo,236807488.84,2011-06-01,Sudeste,236.80748884
41,35 São Paulo,240198575.0,2011-07-01,Sudeste,240.198575
42,35 São Paulo,247770016.22,2011-08-01,Sudeste,247.77001622
43,35 São Paulo,233279286.79,2011-09-01,Sudeste,233.27928679
44,35 São Paulo,232142203.82,2011-10-01,Sudeste,232.14220382
45,35 São Paulo,223376817.0,2011-11-01,Sudeste,223.376817
46,35 São Paulo,208275186.55,2011-12-01,Sudeste,208.27518655
47,35 São Paulo,236793097.61,2012-01-01,Sudeste,236.79309761000002
48,35 São Paulo,219391949.71,2012-02-01,Sudeste,219.39194971
49,35 São Paulo,245948266.79,2012-03-01,Sudeste,245.94826679
50,35 São Paulo,230941852.55,2012-04-01,Sudeste,230.94185255000002
51,35 São Paulo,251697218.42,2012-05-01,Sudeste,251.69721841999998
52,35 São Paulo,234257242.25,2012-06-01,Sudeste,234.25724225
53,35 São Paulo,244245230.34,2012-07-01,Sudeste,244.24523034
54,35 São Paulo,252189769.02,2012-08-01,Sudeste,252.18976902
55,35 São Paulo,238132456.09,2012-09-01,Sudeste,238.13245609
56,35 São Paulo,278819909.14,2012-10-01,Sudeste,278.81990914
57,35 São Paulo,225775860.13,2012-11-01,Sudeste,225.77586012999998
58,35 São Paulo,215780410.93,2012-12-01,Sudeste,215.78041093000002
59,35 São Paulo,253136778.93,2013-01-01,Sudeste,253.13677893000002
60,35 São Paulo,222449529.2,2013-02-01,Sudeste,222.4495292
61,35 São Paulo,254938242.41,2013-03-01,Sudeste,254.93824241
62,35 São Paulo,262649865.82,2013-04-01,Sudeste,262.64986582
63,35 São Paulo,262509975.32,2013-05-01,Sudeste,262.50997531999997
64,35 São Paulo,254003022.72,2013-06-01,Sudeste,254.00302272
65,35 São Paulo,263071967.69,2013-07-01,Sudeste,263.07196769
66,35 São Paulo,265891360.31,2013-08-01,Sudeste,265.89136031
67,35 São Paulo,261812951.34,2013-09-01,Sudeste,261.81295134
68,35 São Paulo,283880125.83,2013-10-01,Sudeste,283.88012583
69,35 São Paulo,247979952.13,2013-11-01,Sudeste,247.97995213
70,35 São Paulo,230481632.33,2013-12-01,Sudeste,230.48163233000002
71,35 São Paulo,269471735.49,2014-01-01,Sudeste,269.47173549
72,35 São Paulo,250402409.64,2014-02-01,Sudeste,250.40240963999997
73,35 São Paulo,264110211.92,2014-03-01,Sudeste,264.11021192
74,35 São Paulo,258798943.55,2014-04-01,Sudeste,258.79894355
75,35 São Paulo,279688977.63,2014-05-01,Sudeste,279.68897763
76,35 São Paulo,263429825.31,2014-06-01,Sudeste,263.42982531
77,35 São Paulo,277895785.59,2014-07-01,Sudeste,277.89578558999995
78,35 São Paulo,278163971.5,2014-08-01,Sudeste,278.1639715
79,35 São Paulo,283488957.85,2014-09-01,Sudeste,283.48895785
80,35 São Paulo,277244325.24,2014-10-01,Sudeste,277.24432524
81,35 São Paulo,256175038.19,2014-11-01,Sudeste,256.17503819
82,35 São Paulo,241676276.49,2014-12-01,Sudeste,241.67627649000002
83,35 São Paulo,265637237.34,2015-01-01,Sudeste,265.63723734
84,35 São Paulo,238228852.91,2015-02-01,Sudeste,238.22885291
85,35 São Paulo,285416733.48,2015-03-01,Sudeste,285.41673348
86,35 São Paulo,264977073.59,2015-04-01,Sudeste,264.97707359000003
87,35 São Paulo,276962312.95,2015-05-01,Sudeste,276.96231295
88,35 São Paulo,271934460.6,2015-06-01,Sudeste,271.9344606
89,35 São Paulo,275662498.33,2015-07-01,Sudeste,275.66249833
90,35 São Paulo,279426528.63,2015-08-01,Sudeste,279.42652863
91,35 São Paulo,265446213.19,2015-09-01,Sudeste,265.44621319
92,35 São Paulo,265606211.7,2015-10-01,Sudeste,265.60621169999996
93,35 São Paulo,254556686.11,2015-11-01,Sudeste,254.55668611000002
94,35 São Paulo,243999133.58,2015-12-01,Sudeste,243.99913358
95,35 São Paulo,260382241.88,2016-01-01,Sudeste,260.38224188
96,35 São Paulo,249740077.76,2016-02-01,Sudeste,249.74007776
97,35 São Paulo,281426275.78,2016-03-01,Sudeste,281.42627577999997
98,35 São Paulo,266686818.7,2016-04-01,Sudeste,266.6868187
99,35 São Paulo,277207307.95,2016-05-01,Sudeste,277.20730795
100,35 São Paulo,277875548.9,2016-06-01,Sudeste,277.87554889999996
101,35 São Paulo,271350927.58,2016-07-01,Sudeste,271.35092757999996
102,35 São Paulo,278929209.81,2016-08-01,Sudeste,278.92920981
103,35 São Paulo,265844500.38,2016-09-01,Sudeste,265.84450038
104,35 São Paulo,266325001.23,2016-10-01,Sudeste,266.32500123
105,35 São Paulo,257133773.3,2016-11-01,Sudeste,257.13377330000003
106,35 São Paulo,247764054.87,2016-12-01,Sudeste,247.76405487
107,35 São Paulo,270910341.53,2017-01-01,Sudeste,270.91034153
108,35 São Paulo,247304591.42,2017-02-01,Sudeste,247.30459141999998
109,35 São Paulo,288975352.57,2017-03-01,Sudeste,288.97535257
110,35 São Paulo,263471759.13,2017-04-01,Sudeste,263.47175913
111,35 São Paulo,292113404.78,2017-05-01,Sudeste,292.11340478
112,35 São Paulo,274301073.14,2017-06-01,Sudeste,274.30107313999997
113,35 São Paulo,283534617.42,2017-07-01,Sudeste,283.53461742
114,35 São Paulo,300593738.96,2017-08-01,Sudeste,300.59373896
115,35 São Paulo,267297243.95,2017-09-01,Sudeste,267.29724395
116,35 São Paulo,287114784.48,2017-10-01,Sudeste,287.11478448
117,35 São Paulo,267113249.04,2017-11-01,Sudeste,267.11324903999997
118,35 São Paulo,259451685.9,2017-12-01,Sudeste,259.45168590000003
119,35 São Paulo,279497570.89,2018-01-01,Sudeste,279.49757088999996
120,35 São Paulo,254004628.07,2018-02-01,Sudeste,254.00462807
121,35 São Paulo,285270559.62,2018-03-01,Sudeste,285.27055962000003
122,35 São Paulo,286191965.06,2018-04-01,Sudeste,286.19196506000003
123,35 São Paulo,291440947.02,2018-05-01,Sudeste,291.44094701999995
124,35 São Paulo,278926018.36,2018-06-01,Sudeste,278.92601836
125,35 São Paulo,285851919.68,2018-07-01,Sudeste,285.85191968
126,35 São Paulo,295419311.15,2018-08-01,Sudeste,295.41931115
127,35 São Paulo,277576166.24,2018-09-01,Sudeste,277.57616624
128,35 São Paulo,301454867.05,2018-10-01,Sudeste,301.45486705
129,35 São Paulo,278114302.44,2018-11-01,Sudeste,278.11430244
130,35 São Paulo,266239800.8,2018-12-01,Sudeste,266.2398008
131,35 São Paulo,291081406.59,2019-01-01,Sudeste,291.08140659
132,35 São Paulo,267662508.7,2019-02-01,Sudeste,267.6625087
133,35 São Paulo,285576312.72,2019-03-01,Sudeste,285.57631272000003
134,35 São Paulo,292584828.35,2019-04-01,Sudeste,292.58482835
135,35 São Paulo,308925598.24,2019-05-01,Sudeste,308.92559824
136,35 São Paulo,281405146.78,2019-06-01,Sudeste,281.40514678
137,35 São Paulo,306633987.91,2019-07-01,Sudeste,306.63398791000003
138,35 São Paulo,302367276.77,2019-08-01,Sudeste,302.36727677
139,35 São Paulo,293685713.15,2019-09-01,Sudeste,293.68571314999997
140,35 São Paulo,303382527.1,2019-10-01,Sudeste,303.3825271
141,35 São Paulo,282391773.21,2019-11-01,Sudeste,282.39177321
142,35 São Paulo,272697695.04,2019-12-01,Sudeste,272.69769504000004
143,35 São Paulo,301991167.67,2020-01-01,Sudeste,301.99116767000004
144,35 São Paulo,271356784.04,2020-02-01,Sudeste,271.35678404000004
145,35 São Paulo,276606288.92,2020-03-01,Sudeste,276.60628892
146,35 São Paulo,251696362.66,2020-04-01,Sudeste,251.69636266
147,35 São Paulo,302857660.98,2020-05-01,Sudeste,302.85766098
148,35 São Paulo,299060851.62,2020-06-01,Sudeste,299.06085162
149,35 São Paulo,282709570.31,2020-07-01,Sudeste,282.70957031
150,31 Minas Gerais,70301089.5,2008-02-01,Sudeste,70.3010895
151,31 Minas Gerais,79119005.51,2008-03-01,Sudeste,79.11900551000001
152,31 Minas Gerais,79046322.41,2008-04-01,Sudeste,79.04632241
153,31 Minas Gerais,79268070.12,2008-05-01,Sudeste,79.26807012
154,31 Minas Gerais,79608652.53,2008-06-01,Sudeste,79.60865253
155,31 Minas Gerais,82200224.47,2008-07-01,Sudeste,82.20022447
156,31 Minas Gerais,80374117.08,2008-08-01,Sudeste,80.37411708
157,31 Minas Gerais,82400146.79,2008-09-01,Sudeste,82.40014679000001
158,31 Minas Gerais,88613476.6,2008-10-01,Sudeste,88.6134766
159,31 Minas Gerais,84486996.11,2008-11-01,Sudeste,84.48699610999999
160,31 Minas Gerais,88928630.3,2008-12-01,Sudeste,88.9286303
161,31 Minas Gerais,99018155.84,2009-01-01,Sudeste,99.01815584
162,31 Minas Gerais,83675119.83,2009-02-01,Sudeste,83.67511983
163,31 Minas Gerais,100240651.84,2009-03-01,Sudeste,100.24065184
164,31 Minas Gerais,91831325.37,2009-04-01,Sudeste,91.83132537
165,31 Minas Gerais,97289703.07,2009-05-01,Sudeste,97.28970306999999
166,31 Minas Gerais,95723396.53,2009-06-01,Sudeste,95.72339653
167,31 Minas Gerais,100050008.7,2009-07-01,Sudeste,100.0500087
168,31 Minas Gerais,98968064.76,2009-08-01,Sudeste,98.96806476
169,31 Minas Gerais,98202119.08,2009-09-01,Sudeste,98.20211908
170,31 Minas Gerais,96962394.27,2009-10-01,Sudeste,96.96239426999999
171,31 Minas Gerais,94767639.13,2009-11-01,Sudeste,94.76763912999999
172,31 Minas Gerais,92412770.73,2009-12-01,Sudeste,92.41277073
173,31 Minas Gerais,95806556.42,2010-01-01,Sudeste,95.80655642
174,31 Minas Gerais,90764890.28,2010-02-01,Sudeste,90.76489028
175,31 Minas Gerais,107389850.03,2010-03-01,Sudeste,107.38985003
176,31 Minas Gerais,100829767.38,2010-04-01,Sudeste,100.82976737999999
177,31 Minas Gerais,105485567.8,2010-05-01,Sudeste,105.4855678
178,31 Minas Gerais,99666115.96,2010-06-01,Sudeste,99.66611596
179,31 Minas Gerais,103356995.64,2010-07-01,Sudeste,103.35699564
180,31 Minas Gerais,107844259.69,2010-08-01,Sudeste,107.84425969
181,31 Minas Gerais,104341138.19,2010-09-01,Sudeste,104.34113819
182,31 Minas Gerais,100525403.88,2010-10-01,Sudeste,100.52540388
183,31 Minas Gerais,101943625.5,2010-11-01,Sudeste,101.9436255
184,31 Minas Gerais,99538953.6,2010-12-01,Sudeste,99.5389536
185,31 Minas Gerais,107738915.82,2011-01-01,Sudeste,107.73891581999999
186,31 Minas Gerais,103140773.07,2011-02-01,Sudeste,103.14077307
187,31 Minas Gerais,111065995.94,2011-03-01,Sudeste,111.06599594
188,31 Minas Gerais,106094329.28,2011-04-01,Sudeste,106.09432928
189,31 Minas Gerais,115487199.35,2011-05-01,Sudeste,115.48719935
190,31 Minas Gerais,110062460.88,2011-06-01,Sudeste,110.06246087999999
191,31 Minas Gerais,110096959.71,2011-07-01,Sudeste,110.09695971
192,31 Minas Gerais,114967082.94,2011-08-01,Sudeste,114.96708294
193,31 Minas Gerais,109760526.2,2011-09-01,Sudeste,109.7605262
194,31 Minas Gerais,111445298.68,2011-10-01,Sudeste,111.44529868000001
195,31 Minas Gerais,107455123.44,2011-11-01,Sudeste,107.45512344
196,31 Minas Gerais,107707199.05,2011-12-01,Sudeste,107.70719905
197,31 Minas Gerais,119729123.95,2012-01-01,Sudeste,119.72912395
198,31 Minas Gerais,107152088.11,2012-02-01,Sudeste,107.15208811
199,31 Minas Gerais,122163466.17,2012-03-01,Sudeste,122.16346617
200,31 Minas Gerais,112569278.74,2012-04-01,Sudeste,112.56927874
201,31 Minas Gerais,125667124.63,2012-05-01,Sudeste,125.66712462999999
202,31 Minas Gerais,115761642.39,2012-06-01,Sudeste,115.76164239
203,31 Minas Gerais,122007277.22,2012-07-01,Sudeste,122.00727721999999
204,31 Minas Gerais,123931923.67,2012-08-01,Sudeste,123.93192367
205,31 Minas Gerais,114792200.87,2012-09-01,Sudeste,114.79220087
206,31 Minas Gerais,122099210.56,2012-10-01,Sudeste,122.09921056
207,31 Minas Gerais,112211647.27,2012-11-01,Sudeste,112.21164727
208,31 Minas Gerais,110269165.4,2012-12-01,Sudeste,110.2691654
209,31 Minas Gerais,120408181.68,2013-01-01,Sudeste,120.40818168000001
210,31 Minas Gerais,107894647.44,2013-02-01,Sudeste,107.89464744
211,31 Minas Gerais,126117866.62,2013-03-01,Sudeste,126.11786662
212,31 Minas Gerais,131252895.3,2013-04-01,Sudeste,131.2528953
213,31 Minas Gerais,128908897.64,2013-05-01,Sudeste,128.90889764
214,31 Minas Gerais,126749699.43,2013-06-01,Sudeste,126.74969943
215,31 Minas Gerais,132079377.42,2013-07-01,Sudeste,132.07937742000001
216,31 Minas Gerais,130218634.31,2013-08-01,Sudeste,130.21863431
217,31 Minas Gerais,128834914.24,2013-09-01,Sudeste,128.83491424
218,31 Minas Gerais,134275965.54,2013-10-01,Sudeste,134.27596554
219,31 Minas Gerais,123888837.02,2013-11-01,Sudeste,123.88883702
220,31 Minas Gerais,124208668.26,2013-12-01,Sudeste,124.20866826000001
221,31 Minas Gerais,134156154.8,2014-01-01,Sudeste,134.1561548
222,31 Minas Gerais,127951654.33,2014-02-01,Sudeste,127.95165433
223,31 Minas Gerais,135665196.86,2014-03-01,Sudeste,135.66519686
224,31 Minas Gerais,138377174.7,2014-04-01,Sudeste,138.37717469999998
225,31 Minas Gerais,144303552.86,2014-05-01,Sudeste,144.30355286000002
226,31 Minas Gerais,134143143.46,2014-06-01,Sudeste,134.14314346
227,31 Minas Gerais,142596691.51,2014-07-01,Sudeste,142.59669151
228,31 Minas Gerais,138774112.63,2014-08-01,Sudeste,138.77411263
229,31 Minas Gerais,139257425.21,2014-09-01,Sudeste,139.25742521
230,31 Minas Gerais,143676461.88,2014-10-01,Sudeste,143.67646188
231,31 Minas Gerais,136080717.06,2014-11-01,Sudeste,136.08071706
232,31 Minas Gerais,131241348.53,2014-12-01,Sudeste,131.24134853
233,31 Minas Gerais,131695638.74,2015-01-01,Sudeste,131.69563874
234,31 Minas Gerais,126036510.47,2015-02-01,Sudeste,126.03651047
235,31 Minas Gerais,150875041.27,2015-03-01,Sudeste,150.87504127
236,31 Minas Gerais,142581641.31,2015-04-01,Sudeste,142.58164131
237,31 Minas Gerais,146104517.61,2015-05-01,Sudeste,146.10451761000002
238,31 Minas Gerais,142895530.96,2015-06-01,Sudeste,142.89553096
239,31 Minas Gerais,137939925.52,2015-07-01,Sudeste,137.93992552
240,31 Minas Gerais,140776921.48,2015-08-01,Sudeste,140.77692148
241,31 Minas Gerais,137733786.02,2015-09-01,Sudeste,137.73378602
242,31 Minas Gerais,140162221.98,2015-10-01,Sudeste,140.16222198
243,31 Minas Gerais,134373524.99,2015-11-01,Sudeste,134.37352499000002
244,31 Minas Gerais,129632270.3,2015-12-01,Sudeste,129.6322703
245,31 Minas Gerais,131123466.42,2016-01-01,Sudeste,131.12346642
246,31 Minas Gerais,127363605.81,2016-02-01,Sudeste,127.36360581
247,31 Minas Gerais,144105122.89,2016-03-01,Sudeste,144.10512289
248,31 Minas Gerais,136015892.7,2016-04-01,Sudeste,136.0158927
249,31 Minas Gerais,143178504.93,2016-05-01,Sudeste,143.17850493
250,31 Minas Gerais,140722127.67,2016-06-01,Sudeste,140.72212767
251,31 Minas Gerais,137002141.67,2016-07-01,Sudeste,137.00214167
252,31 Minas Gerais,143743020.18,2016-08-01,Sudeste,143.74302018
253,31 Minas Gerais,136145659.65,2016-09-01,Sudeste,136.14565965
254,31 Minas Gerais,138408622.87,2016-10-01,Sudeste,138.40862287000002
255,31 Minas Gerais,129528892.52,2016-11-01,Sudeste,129.52889252
256,31 Minas Gerais,132628617.72,2016-12-01,Sudeste,132.62861772
257,31 Minas Gerais,139052931.22,2017-01-01,Sudeste,139.05293122
258,31 Minas Gerais,129330372.04,2017-02-01,Sudeste,129.33037204000001
259,31 Minas Gerais,150242201.74,2017-03-01,Sudeste,150.24220174
260,31 Minas Gerais,136715099.44,2017-04-01,Sudeste,136.71509944
261,31 Minas Gerais,153412119.69,2017-05-01,Sudeste,153.41211969
262,31 Minas Gerais,144291438.09,2017-06-01,Sudeste,144.29143809
263,31 Minas Gerais,147533496.74,2017-07-01,Sudeste,147.53349674
264,31 Minas Gerais,156055553.43,2017-08-01,Sudeste,156.05555343
265,31 Minas Gerais,142285103.84,2017-09-01,Sudeste,142.28510384
266,31 Minas Gerais,148306094.14,2017-10-01,Sudeste,148.30609414
267,31 Minas Gerais,142323944.76,2017-11-01,Sudeste,142.32394476
268,31 Minas Gerais,138341191.84,2017-12-01,Sudeste,138.34119184
269,31 Minas Gerais,146501618.07,2018-01-01,Sudeste,146.50161807
270,31 Minas Gerais,130702126.27,2018-02-01,Sudeste,130.70212627
271,31 Minas Gerais,151496245.19,2018-03-01,Sudeste,151.49624519
272,31 Minas Gerais,150687602.95,2018-04-01,Sudeste,150.68760294999998
273,31 Minas Gerais,153589259.44,2018-05-01,Sudeste,153.58925944
274,31 Minas Gerais,150251751.37,2018-06-01,Sudeste,150.25175137
275,31 Minas Gerais,156633990.16,2018-07-01,Sudeste,156.63399016
276,31 Minas Gerais,160420043.49,2018-08-01,Sudeste,160.42004349
277,31 Minas Gerais,145941007.54,2018-09-01,Sudeste,145.94100754
278,31 Minas Gerais,157247579.7,2018-10-01,Sudeste,157.2475797
279,31 Minas Gerais,148172783.99,2018-11-01,Sudeste,148.17278399
280,31 Minas Gerais,145387240.73,2018-12-01,Sudeste,145.38724073
281,31 Minas Gerais,153177305.19,2019-01-01,Sudeste,153.17730519
282,31 Minas Gerais,142669153.77,2019-02-01,Sudeste,142.66915377
283,31 Minas Gerais,151943630.56,2019-03-01,Sudeste,151.94363056
284,31 Minas Gerais,157922598.68,2019-04-01,Sudeste,157.92259868
285,31 Minas Gerais,163591461.79,2019-05-01,Sudeste,163.59146178999998
286,31 Minas Gerais,154114822.71,2019-06-01,Sudeste,154.11482271
287,31 Minas Gerais,166735650.41,2019-07-01,Sudeste,166.73565041
288,31 Minas Gerais,161707825.05,2019-08-01,Sudeste,161.70782505000003
289,31 Minas Gerais,157419731.93,2019-09-01,Sudeste,157.41973193
290,31 Minas Gerais,166133803.32,2019-10-01,Sudeste,166.13380332
291,31 Minas Gerais,152106660.17,2019-11-01,Sudeste,152.10666017
292,31 Minas Gerais,152398599.06,2019-12-01,Sudeste,152.39859906
293,31 Minas Gerais,158097903.98,2020-01-01,Sudeste,158.09790397999998
294,31 Minas Gerais,141323175.61,2020-02-01,Sudeste,141.32317561000002
295,31 Minas Gerais,147078556.29,2020-03-01,Sudeste,147.07855629
296,31 Minas Gerais,126330649.86,2020-04-01,Sudeste,126.33064986
297,31 Minas Gerais,136867275.75,2020-05-01,Sudeste,136.86727575
298,31 Minas Gerais,135977571.87,2020-06-01,Sudeste,135.97757187
299,31 Minas Gerais,120467187.34,2020-07-01,Sudeste,120.46718734000001
300,41 Paraná,48855046.46,2008-02-01,Sul,48.855046460000004
301,41 Paraná,55611791.07,2008-03-01,Sul,55.61179107
302,41 Paraná,56115135.82,2008-04-01,Sul,56.11513582
303,41 Paraná,55574831.93,2008-05-01,Sul,55.57483193
304,41 Paraná,56094754.74,2008-06-01,Sul,56.09475474
305,41 Paraná,59802402.07,2008-07-01,Sul,59.80240207
306,41 Paraná,56699001.13,2008-08-01,Sul,56.69900113
307,41 Paraná,58091985.79,2008-09-01,Sul,58.09198579
308,41 Paraná,61365941.22,2008-10-01,Sul,61.365941219999996
309,41 Paraná,59667208.62,2008-11-01,Sul,59.66720862
310,41 Paraná,57816197.74,2008-12-01,Sul,57.81619774
311,41 Paraná,60381593.99,2009-01-01,Sul,60.38159399
312,41 Paraná,57239101.63,2009-02-01,Sul,57.23910163
313,41 Paraná,69070488.2,2009-03-01,Sul,69.0704882
314,41 Paraná,64054678.26,2009-04-01,Sul,64.05467826
315,41 Paraná,68685542.95,2009-05-01,Sul,68.68554295
316,41 Paraná,67931227.06,2009-06-01,Sul,67.93122706
317,41 Paraná,70958762.64,2009-07-01,Sul,70.95876264
318,41 Paraná,69225783.96,2009-08-01,Sul,69.22578395999999
319,41 Paraná,67849968.52,2009-09-01,Sul,67.84996851999999
320,41 Paraná,68558209.28,2009-10-01,Sul,68.55820928
321,41 Paraná,67158496.97,2009-11-01,Sul,67.15849697
322,41 Paraná,63094274.28,2009-12-01,Sul,63.09427428
323,41 Paraná,66902643.63,2010-01-01,Sul,66.90264363
324,41 Paraná,64501133.64,2010-02-01,Sul,64.50113364
325,41 Paraná,77138870.6,2010-03-01,Sul,77.13887059999999
326,41 Paraná,70755396.99,2010-04-01,Sul,70.75539699
327,41 Paraná,73456756.71,2010-05-01,Sul,73.45675671
328,41 Paraná,71839020.89,2010-06-01,Sul,71.83902089
329,41 Paraná,73013830.77,2010-07-01,Sul,73.01383077
330,41 Paraná,76151006.95,2010-08-01,Sul,76.15100695000001
331,41 Paraná,74240963.45,2010-09-01,Sul,74.24096345000001
332,41 Paraná,73042386.7,2010-10-01,Sul,73.04238670000001
333,41 Paraná,76364750.27,2010-11-01,Sul,76.36475027
334,41 Paraná,70517638.39,2010-12-01,Sul,70.51763839
335,41 Paraná,74712784.07,2011-01-01,Sul,74.71278407
336,41 Paraná,71314740.25,2011-02-01,Sul,71.31474025
337,41 Paraná,76914668.09,2011-03-01,Sul,76.91466809
338,41 Paraná,74232937.37,2011-04-01,Sul,74.23293737
339,41 Paraná,81709021.05,2011-05-01,Sul,81.70902105
340,41 Paraná,74994292.81,2011-06-01,Sul,74.99429281
341,41 Paraná,77031532.32,2011-07-01,Sul,77.03153232
342,41 Paraná,80711112.15,2011-08-01,Sul,80.71111215
343,41 Paraná,75628247.77,2011-09-01,Sul,75.62824777
344,41 Paraná,77690671.56,2011-10-01,Sul,77.69067156
345,41 Paraná,75102797.58,2011-11-01,Sul,75.10279758
346,41 Paraná,69165366.12,2011-12-01,Sul,69.16536612
347,41 Paraná,74223959.49,2012-01-01,Sul,74.22395949
348,41 Paraná,72966208.62,2012-02-01,Sul,72.96620862
349,41 Paraná,80913123.73,2012-03-01,Sul,80.91312373000001
350,41 Paraná,78136776.81,2012-04-01,Sul,78.13677681
351,41 Paraná,85401506.52,2012-05-01,Sul,85.40150652
352,41 Paraná,77801153.85,2012-06-01,Sul,77.80115384999999
353,41 Paraná,83520690.95,2012-07-01,Sul,83.52069095
354,41 Paraná,83839961.03,2012-08-01,Sul,83.83996103
355,41 Paraná,79187989.1,2012-09-01,Sul,79.1879891
356,41 Paraná,84988531.01,2012-10-01,Sul,84.98853101
357,41 Paraná,78726146.77,2012-11-01,Sul,78.72614677
358,41 Paraná,71086530.43,2012-12-01,Sul,71.08653043000001
359,41 Paraná,81233604.17,2013-01-01,Sul,81.23360417
360,41 Paraná,73976801.67,2013-02-01,Sul,73.97680167
361,41 Paraná,83934466.1,2013-03-01,Sul,83.9344661
362,41 Paraná,91658827.98,2013-04-01,Sul,91.65882798
363,41 Paraná,87747363.52,2013-05-01,Sul,87.74736352
364,41 Paraná,87786257.32,2013-06-01,Sul,87.78625731999999
365,41 Paraná,91300166.5,2013-07-01,Sul,91.3001665
366,41 Paraná,92866583.49,2013-08-01,Sul,92.86658349
367,41 Paraná,88693116.77,2013-09-01,Sul,88.69311676999999
368,41 Paraná,92453504.76,2013-10-01,Sul,92.45350476
369,41 Paraná,82386029.99,2013-11-01,Sul,82.38602999
370,41 Paraná,76977284.36,2013-12-01,Sul,76.97728436
371,41 Paraná,85535913.11,2014-01-01,Sul,85.53591311
372,41 Paraná,82974333.96,2014-02-01,Sul,82.97433396
373,41 Paraná,88169286.83,2014-03-01,Sul,88.16928683
374,41 Paraná,86563729.73,2014-04-01,Sul,86.56372973
375,41 Paraná,92568324.61,2014-05-01,Sul,92.56832461
376,41 Paraná,87767355.12,2014-06-01,Sul,87.76735512
377,41 Paraná,94614066.92,2014-07-01,Sul,94.61406692
378,41 Paraná,91494121.19,2014-08-01,Sul,91.49412119
379,41 Paraná,91343045.75,2014-09-01,Sul,91.34304575
380,41 Paraná,94904373.35,2014-10-01,Sul,94.90437335
381,41 Paraná,87565870.66,2014-11-01,Sul,87.56587066
382,41 Paraná,80303279.43,2014-12-01,Sul,80.30327943
383,41 Paraná,83539116.38,2015-01-01,Sul,83.53911638
384,41 Paraná,79573523.24,2015-02-01,Sul,79.57352324
385,41 Paraná,97763853.1,2015-03-01,Sul,97.76385309999999
386,41 Paraná,89981206.24,2015-04-01,Sul,89.98120623999999
387,41 Paraná,94201517.78,2015-05-01,Sul,94.20151778
388,41 Paraná,94110693.24,2015-06-01,Sul,94.11069323999999
389,41 Paraná,97516822.03,2015-07-01,Sul,97.51682203
390,41 Paraná,99118332.19,2015-08-01,Sul,99.11833219
391,41 Paraná,95940894.73,2015-09-01,Sul,95.94089473000001
392,41 Paraná,98263485.47,2015-10-01,Sul,98.26348546999999
